ID	labels	Multiple labels
__id__644-org	A11 (personal)	
__id__645-org	A11 (personal)	
__id__646-sch	A11 (personal)	
__id__647-co	A11 (personal)	
__id__648-org	A11 (personal)	
__id__649-sch	A11 (personal)	
__id__650-org	A11 (personal)	
__id__651-co	A11 (personal)	
__id__652-org	A11 (personal)A17 (review)	y
__id__653-co	A11 (personal)	
__id__654-co	A11 (personal)	
__id__655-co	A11 (personal)	
__id__656-org	A11 (personal)	
__id__657-co	A11 (personal)	
__id__658-org	A11 (personal)	
__id__659-co	A12 (promotion)	
__id__660-co	A12 (promotion)	
__id__661-gov	A12 (promotion)	
__id__662-plc	A12 (promotion)	
__id__663-ac	A12 (promotion)	
__id__664-co	A12 (promotion)	
__id__665-org	A12 (promotion)	
__id__666-co	A12 (promotion)	
__id__667-co	A12 (promotion)	
__id__668-co	A12 (promotion)	
__id__669-org	A12 (promotion)	
__id__670-co	A12 (promotion)	
__id__671-co	A12 (promotion)	
__id__672-co	A12 (promotion)	
__id__673-gov	A12 (promotion)	
__id__674-org	A12 (promotion)	
__id__675-co	A12 (promotion)	
__id__676-co	A12 (promotion)	
__id__677-co	A12 (promotion)	
__id__678-co	A12 (promotion)	
__id__679-co	A12 (promotion)	
__id__680-co	A12 (promotion)	
__id__681-co	A12 (promotion)	
__id__682-stt-global	A12 (promotion)	
__id__683-co	A12 (promotion)	
__id__684-co	A12 (promotion)	
__id__685-co	A12 (promotion)	
__id__686-co	A12 (promotion)	
__id__687-co	A12 (promotion)	
__id__688-gov	A12 (promotion)	
__id__689-co	A12 (promotion)	
__id__690-co	A12 (promotion)	
__id__691-co	A12 (promotion)	
__id__692-co	A12 (promotion)	
__id__693-co	A12 (promotion)	
__id__694-co	A12 (promotion)	
__id__695-co	A12 (promotion)	
__id__696-co	A12 (promotion)	
__id__697-co	A12 (promotion)	
__id__698-co	A12 (promotion)	
__id__699-co	A12 (promotion)	
__id__700-co	A12 (promotion)	
__id__701-co	A12 (promotion)	
__id__702-co	A12 (promotion)	
__id__703-co	A12 (promotion)	
__id__704-co	A12 (promotion)	
__id__705-co	A12 (promotion)	
__id__706-co	A12 (promotion)	
__id__707-co	A12 (promotion)	
__id__708-co	A12 (promotion)	
__id__709-co	A1 (argumentative)	
__id__710-co	A1 (argumentative)	
__id__711-org	A1 (argumentative)	
__id__712-org	A1 (argumentative)	
__id__713-co	A1 (argumentative)	
__id__714-gov	A1 (argumentative)	
__id__715-ac	A1 (argumentative)	
__id__716-org	A1 (argumentative)	
__id__717-org	A1 (argumentative)	
__id__718-org	A1 (argumentative)	
__id__719-co	A1 (argumentative)	
__id__720-org	A1 (argumentative)	
__id__721-ac	A1 (argumentative)	
__id__722-co	A1 (argumentative)	
__id__723-org	A1 (argumentative)	
__id__724-ac	A1 (argumentative)	
__id__725-org	A1 (argumentative)	
__id__726-ac	A1 (argumentative)	
__id__727-co	A1 (argumentative)	
__id__728-org	A1 (argumentative)	
__id__729-ac	A1 (argumentative)	
__id__730-co	A1 (argumentative)	
__id__731-org	A1 (argumentative)	
__id__732-org	A1 (argumentative)	
__id__733-org	A1 (argumentative)	
__id__734-co	A1 (argumentative)	
__id__735-sch	A14 (academic)	
__id__736-org	A1 (argumentative)	
__id__737-co	A1 (argumentative)	
__id__738-gov	A1 (argumentative)	
__id__739-co	A1 (argumentative)	
__id__740-org	A1 (argumentative)	
__id__741-org	A1 (argumentative)	
__id__742-gov	A1 (argumentative)	
__id__743-org	A1 (argumentative)	
__id__744-ac	A1 (argumentative)	
__id__745-org	A1 (argumentative)	
__id__746-co	A1 (argumentative)	
__id__747-org	A1 (argumentative)	
__id__748-org	A1 (argumentative)	
__id__749-org	A1 (argumentative)	
__id__750-org	A1 (argumentative)	
__id__751-org	A1 (argumentative)	
__id__752-org	A1 (argumentative)	
__id__753-co	A1 (argumentative)	
__id__754-co	A1 (argumentative)	
__id__755-gov	A1 (argumentative)	
__id__756-org	A1 (argumentative)	
__id__757-org	A1 (argumentative)	
__id__758-org	A16 (information)	
__id__759-ac	A14 (academic)	
__id__760-ac	A14 (academic)	
__id__761-ac	A14 (academic)	
__id__762-ac	A14 (academic)	
__id__763-ac	A7 (instruction)	
__id__764-ac	A14 (academic)	
__id__765-co	A14 (academic)	
__id__766-ac	A14 (academic)	
__id__767-ac	A14 (academic)	
__id__768-co	A14 (academic)	
__id__769-org	A14 (academic)	
__id__770-ac	A14 (academic)	
__id__771-ac	A14 (academic)	
__id__772-ac	A14 (academic)	
__id__773-org	A14 (academic)	
__id__774-ac	A14 (academic)	
__id__775-ac	A14 (academic)	
__id__776-ac	A14 (academic)	
__id__777-ac	A14 (academic)	
__id__778-ac	A14 (academic)	
__id__779-ac	A16 (information)	
__id__780-ac	A14 (academic)	
__id__781-ac	A14 (academic)	
__id__782-gov	A14 (academic)	
__id__783-ac	A14 (academic)	
__id__784-co	A14 (academic)	
__id__785-ac	A14 (academic)	
__id__786-ac	A14 (academic)	
__id__787-ac	A14 (academic)	
__id__788-ac	A14 (academic)	
__id__789-org	A14 (academic)	
__id__790-ac	A14 (academic)	
__id__791-ac	A14 (academic)	
__id__792-ac	A14 (academic)	
__id__793-ac	A14 (academic)	
__id__794-ac	A14 (academic)	
__id__795-ac	A14 (academic)	
__id__796-ac	A14 (academic)	
__id__797-ac	A14 (academic)	
__id__798-org	A16 (information)	
__id__799-co	A16 (information)	
__id__800-ac	A16 (information)	
__id__801-org	A16 (information)	
__id__802-ac	A16 (information)	
__id__803-ac	A16 (information)	
__id__804-co	A16 (information)	
__id__805-ac	A16 (information)	
__id__806-org	A16 (information)	
__id__807-org	A16 (information)	
__id__808-ac	A16 (information)	
__id__809-ac	A16 (information)	
__id__810-org	A16 (information)	
__id__811-ac	A16 (information)	
__id__812-gov	A16 (information)	
__id__813-org	A16 (information)	
__id__814-org	A16 (information)	
__id__815-ac	A16 (information)	
__id__816-org	A16 (information)	
__id__817-ac	A16 (information)	
__id__818-ac	A16 (information)	
__id__819-org	A16 (information)	
__id__820-org	A16 (information)	
__id__821-co	A16 (information)	
__id__822-nhs	A16 (information)	
__id__823-co	A16 (information)	
__id__824-co	A16 (information)	
__id__825-co	A16 (information)	
__id__826-ac	A16 (information)	
__id__827-co	A12 (promotion)	
__id__828-co	A16 (information)	
__id__829-co	A16 (information)	
__id__830-ac	A16 (information)	
__id__831-org	A16 (information)	
__id__832-org	A7 (instruction)	
__id__833-sch	A16 (information)	
__id__834-co	A17 (review)	
__id__835-co	A17 (review)	
__id__836-co	A17 (review)	
__id__837-co	A17 (review)	
__id__838-co	A17 (review)	
__id__839-org	A17 (review)	
__id__840-co	A17 (review)	
__id__841-co	A17 (review)	
__id__842-org	A17 (review)	
__id__843-co	A17 (review)	
__id__844-co	A12 (promotion)	
__id__845-co	A1 (argumentative)	
__id__846-co	A1 (argumentative)	
__id__847-org	A1 (argumentative)	
__id__848-co	A1 (argumentative)	
__id__849-org	A1 (argumentative)	
__id__850-org	A1 (argumentative)	
__id__851-co	A1 (argumentative)	
__id__852-sch	A1 (argumentative)	
__id__853-org	A1 (argumentative)	
__id__854-org	A1 (argumentative)	
__id__855-org	A1 (argumentative)	
__id__856-org	A1 (argumentative)	
__id__857-co	A1 (argumentative)	
__id__858-org	A1 (argumentative)	
__id__859-co	A1 (argumentative)	
__id__860-org	A1 (argumentative)	
__id__861-org	A1 (argumentative)	
__id__862-org	A1 (argumentative)	
__id__863-org	A1 (argumentative)	
__id__864-co	A1 (argumentative)	
__id__865-co	A1 (argumentative)	
__id__866-co	A1 (argumentative)	
__id__867-org	A1 (argumentative)	
__id__868-org	A1 (argumentative)	
__id__869-co	A1 (argumentative)	
__id__870-ac	A1 (argumentative)	
__id__871-org	A1 (argumentative)	
__id__872-ac	A1 (argumentative)A14 (academic)	y
__id__873-co	A1 (argumentative)	
__id__874-org	A1 (argumentative)A12 (promotion)	y
__id__875-co	A12 (promotion)	
__id__876-co	A12 (promotion)	
__id__877-org	A12 (promotion)	
__id__878-org	A12 (promotion)	
__id__879-co	A12 (promotion)	
__id__880-org	A12 (promotion)	
__id__881-co	A12 (promotion)	
__id__882-org	A12 (promotion)	
__id__883-org	A7 (instruction)	
__id__884-co	A12 (promotion)	
__id__885-co	A12 (promotion)	
__id__886-ac	A12 (promotion)	
__id__887-org	A12 (promotion)	
__id__888-org	A12 (promotion)	
__id__889-org	A12 (promotion)	
__id__890-org	A12 (promotion)	
__id__891-co	A4 (fiction)	
__id__892-co	A4 (fiction)	
__id__893-co	A4 (fiction)	
__id__894-co	A4 (fiction)	
__id__895-co	A4 (fiction)	
__id__896-co	A4 (fiction)	
__id__897-ac	A4 (fiction)	
__id__898-co	A4 (fiction)	
__id__899-co	A4 (fiction)	
__id__900-co	A4 (fiction)	
__id__901-co	A4 (fiction)	
__id__902-co	A4 (fiction)	
__id__903-co	A4 (fiction)	
__id__904-co	A4 (fiction)	
__id__905-co	A4 (fiction)	
__id__906-co	A4 (fiction)	
__id__907-co	A4 (fiction)	
__id__908-co	A4 (fiction)	
__id__909-me	A4 (fiction)	
__id__910-co	A4 (fiction)	
__id__911-co	A4 (fiction)	
__id__912-co	A4 (fiction)	
__id__913-ac	A4 (fiction)	
__id__914-co	A4 (fiction)	
__id__915-co	A4 (fiction)	
__id__916-co	A4 (fiction)	
__id__917-co	A4 (fiction)	
__id__918-ac	A4 (fiction)	
__id__919-nhs	A4 (fiction)	
__id__920-co	A4 (fiction)	
__id__921-co	A4 (fiction)	
__id__922-co	A4 (fiction)	
__id__923-co	A4 (fiction)	
__id__924-co	A4 (fiction)	
__id__925-co	A4 (fiction)	
__id__926-co	A4 (fiction)	
__id__927-co	A4 (fiction)	
__id__928-ac	A4 (fiction)	
__id__929-co	A4 (fiction)	
__id__930-co	A4 (fiction)	
__id__931-co	A4 (fiction)	
__id__932-co	A4 (fiction)	
__id__933-co	A4 (fiction)	
__id__934-co	A4 (fiction)	
__id__935-org	A4 (fiction)	
__id__936-org	A4 (fiction)	
__id__937-co	A4 (fiction)	
__id__938-co	A4 (fiction)	
__id__939-co	A4 (fiction)	
__id__940-org	A7 (instruction)	
__id__941-co	A7 (instruction)	
__id__942-org	A7 (instruction)	
__id__943-co	A7 (instruction)	
__id__944-co	A7 (instruction)	
__id__945-co	A7 (instruction)	
__id__946-co	A7 (instruction)	
__id__947-gov	A7 (instruction)	
__id__948-co	A7 (instruction)	
__id__949-ac	A7 (instruction)	
__id__950-co	A7 (instruction)	
__id__951-co	A7 (instruction)	
__id__952-org	A7 (instruction)	
__id__953-org	A7 (instruction)	
__id__954-co	A7 (instruction)	
__id__955-org	A7 (instruction)	
__id__956-co	A7 (instruction)	
__id__957-org	A7 (instruction)	
__id__958-co	A7 (instruction)	
__id__959-co	A7 (instruction)	
__id__960-co	A7 (instruction)	
__id__961-ac	A7 (instruction)	
__id__962-org	A7 (instruction)	
__id__963-org	A7 (instruction)	
__id__964-co	A7 (instruction)	
__id__965-gov	A7 (instruction)	
__id__966-ac	A7 (instruction)	
__id__967-ac	A7 (instruction)	
__id__968-co	A7 (instruction)	
__id__969-co	A7 (instruction)	
__id__970-ac	A7 (instruction)	
__id__971-org	A7 (instruction)	
__id__972-co	A7 (instruction)	
__id__973-co	A7 (instruction)	
__id__974-co	A7 (instruction)	
__id__975-gov	A7 (instruction)	
__id__976-co	A7 (instruction)	
__id__977-co	A7 (instruction)	
__id__978-ac	A7 (instruction)	
__id__979-org	A7 (instruction)	
__id__980-co	A7 (instruction)	
__id__981-sch	A7 (instruction)	
__id__982-org	A8 (news)	
__id__983-org	A8 (news)	
__id__984-police	A8 (news)	
__id__985-co	A8 (news)	
__id__986-co	A8 (news)	
__id__987-co	A8 (news)	
__id__988-co	A8 (news)	
__id__989-co	A8 (news)	
__id__990-co	A8 (news)	
__id__991-org	A8 (news)	
__id__992-co	A8 (news)	
__id__993-co	A8 (news)	
__id__994-co	A8 (news)	
__id__995-org	A8 (news)	
__id__996-co	A8 (news)	
__id__997-co	A8 (news)	
__id__998-co	A8 (news)	
__id__999-co	A8 (news)	
__id__1000-co	A8 (news)	
__id__1001-co	A8 (news)	
__id__1002-co	A8 (news)	
__id__1003-org	A8 (news)	
__id__1004-co	A8 (news)	
__id__1005-ac	A8 (news)	
__id__1006-co	A8 (news)	
__id__1007-co	A8 (news)	
__id__1008-org	A8 (news)	
__id__1009-co	A8 (news)	
__id__1010-gov	A8 (news)	
__id__1011-co	A8 (news)	
__id__1012-uclaninternational	A8 (news)	
__id__1013-co	A8 (news)	
__id__1014-co	A8 (news)	
__id__1015-gov	A8 (news)	
__id__1016-co	A16 (information)	
__id__1017-co	A8 (news)	
__id__1018-ac	A9 (legal)	
__id__1019-co	A9 (legal)	
__id__1020-org	A9 (legal)	
__id__1021-gov	A9 (legal)	
__id__1022-co	A9 (legal)	
__id__1023-ac	A9 (legal)	
__id__1024-co	A9 (legal)	
__id__1025-co	A9 (legal)	
__id__1026-gov	A9 (legal)	
__id__1027-co	A9 (legal)	
__id__1028-gov	A9 (legal)	
__id__1029-gov	A9 (legal)	
__id__1030-co	A9 (legal)	
__id__1031-co	A9 (legal)	
__id__1032-gov	A9 (legal)	
__id__1033-gov	A9 (legal)	
__id__1034-ac	A9 (legal)	
__id__1035-co	A9 (legal)	
__id__1036-co	A9 (legal)	
__id__1037-gov	A9 (legal)	
__id__1038-co	A9 (legal)	
__id__1039-org	A9 (legal)	
__id__1040-org	A9 (legal)	
__id__1041-ac	A9 (legal)	
__id__1042-co	A9 (legal)	
__id__1043-gov	A9 (legal)	
__id__1044-co	A9 (legal)	
__id__1045-gov	A9 (legal)	
__id__1046-gov	A9 (legal)	
__id__1047-gov	A9 (legal)	
__id__1048-org	A9 (legal)	
__id__1049-co	A9 (legal)	
__id__1050-gov	A9 (legal)	
__id__1051-org	A9 (legal)	
__id__1052-co	A9 (legal)	
__id__1053-gov	A9 (legal)	
__id__1054-gov	A9 (legal)	
__id__1055-ac	A9 (legal)	
__id__1056-org	A9 (legal)	
__id__1057-co	A9 (legal)	
__id__1058-gov	A9 (legal)	
__id__1059-gov	A9 (legal)	
__id__1060-org	A9 (legal)	
__id__1061-org	A9 (legal)	
__id__1062-co	A9 (legal)	
__id__1063-gov	A9 (legal)	
__id__1064-gov	A9 (legal)	
__id__1065-co	A9 (legal)	
__id__1066-co	A9 (legal)	
__id__1067-co	A22 (non-text)	
__id__1068-co	A22 (non-text)	
__id__1069-org	A22 (non-text)	
__id__1070-co	A22 (non-text)	
__id__1071-co	A22 (non-text)	
__id__1072-org	A22 (non-text)	
__id__1073-gov	A22 (non-text)	
__id__1074-co	A22 (non-text)	
__id__1075-gov	A22 (non-text)	
__id__1076-ac	A22 (non-text)	
__id__1077-org	A22 (non-text)	
__id__1078-co	A22 (non-text)	
__id__1079-org	A22 (non-text)	
__id__1080-org	A22 (non-text)	
__id__1081-co	A22 (non-text)	
__id__1082-co	A22 (non-text)	
__id__1083-co	A22 (non-text)	
__id__1084-isocialtish	A11 (personal)	
__id__1085-kaushik	A11 (personal)	
__id__1086-sociologicalscience	A14 (academic)	
__id__1087-sociologicalscience	A14 (academic)	
__id__1088-sociologicalscience	A14 (academic)	
__id__1089-arxiv	A14 (academic)	
__id__1090-arxiv	A14 (academic)	
__id__1091-arxiv	A14 (academic)	
__id__1092-arxiv	A14 (academic)	
__id__1093-arxiv	A14 (academic)	
__id__1094-metajnl	A14 (academic)	
__id__1095-shipwreck	A14 (academic)	
__id__1096-acs	A14 (academic)	
__id__1097-wikipedia	A4 (fiction)	
__id__1098-wikipedia	A16 (information)	
__id__1099-wikipedia	A16 (information)	
__id__1100-wikipedia	A16 (information)	
__id__1101-wikipedia	A16 (information)	
__id__1102-wikipedia	A16 (information)	
__id__1103-wikipedia	A16 (information)	
__id__1104-wikipedia	A16 (information)	
__id__1105-wikipedia	A16 (information)	
__id__1106-wikipedia	A16 (information)	
__id__1107-wikipedia	A16 (information)	
__id__1108-wikipedia	A16 (information)	
__id__1109-wikipedia	A16 (information)	
__id__1110-wikipedia	A16 (information)	
__id__1111-artreview	A17 (review)	
__id__1112-co	A17 (review)	
__id__1113-chictopia	A17 (review)	
__id__1114-chictopia	A17 (review)	
__id__1115-chictopia	A17 (review)	
__id__1116-chictopia	A17 (review)	
__id__1117-co	A17 (review)	
__id__1118-engadget	A17 (review)	
__id__1119-engadget	A17 (review)	
__id__1120-co	A12 (promotion)	
__id__1121-co	A12 (promotion)	
__id__1122-co	A12 (promotion)	
__id__1123-cnet	A17 (review)	
__id__1124-co	A17 (review)	
__id__1125-cnet	A17 (review)	
__id__1126-co	A17 (review)	
__id__1127-co	A17 (review)	
__id__1128-artreview	A17 (review)	
__id__1129-artreview	A17 (review)	
__id__1130-artreview	A17 (review)	
__id__1131-artreview	A17 (review)	
__id__1132-rollingstone	A17 (review)	
__id__1133-rollingstone	A17 (review)	
__id__1134-rollingstone	A17 (review)	
__id__1135-rollingstone	A17 (review)	
__id__1136-rollingstone	A17 (review)	
__id__1137-cnet	A17 (review)	
__id__1138-cnet	A17 (review)	
__id__1139-cnet	A17 (review)	
__id__1140-cnet	A17 (review)	
__id__1141-cnet	A17 (review)	
__id__1142-engadget	A17 (review)	
__id__1143-engadget	A17 (review)	
__id__1144-co	A17 (review)	
__id__1145-engadget	A17 (review)	
__id__1146-co	A17 (review)	
__id__1147-co	A17 (review)	
__id__1148-cnet	A17 (review)	
__id__1149-rollingstone	A17 (review)	
__id__1150-mesacc	A1 (argumentative)	
__id__1151-mesacc	A1 (argumentative)	
__id__1152-mesacc	A1 (argumentative)	
__id__1153-mesacc	A1 (argumentative)	
__id__1154-mesacc	A1 (argumentative)	
__id__1155-mesacc	A1 (argumentative)	
__id__1156-mesacc	A1 (argumentative)	
__id__1157-custom-essays	A1 (argumentative)	
__id__1158-custom-essays	A1 (argumentative)	
__id__1159-custom-essays	A1 (argumentative)	
__id__1160-custom-essays	A1 (argumentative)	
__id__1161-custom-essays	A1 (argumentative)	
__id__1162-custom-essays	A1 (argumentative)	
__id__1163-custom-essays	A1 (argumentative)	
__id__1164-custom-essays	A1 (argumentative)	
__id__1165-custom-essays	A1 (argumentative)	
__id__1166-custom-essays	A1 (argumentative)	
__id__1167-custom-essays	A1 (argumentative)	
__id__1168-custom-essays	A1 (argumentative)	
__id__1169-custom-essays	A1 (argumentative)	
__id__1170-edu	A1 (argumentative)	
__id__1171-co	A12 (promotion)	
__id__1172-queendom	A7 (instruction)	
__id__1173-wikicfp	A12 (promotion)	
__id__1174-tsdconference	A12 (promotion)	
__id__1175-lovetoknow	A12 (promotion)	
__id__1176-theguardian	A12 (promotion)	
__id__1177-theguardian	A12 (promotion)	
__id__1178-theguardian	A12 (promotion)	
__id__1179-theguardian	A12 (promotion)	
__id__1180-theguardian	A12 (promotion)	
__id__1181-stlawu	A12 (promotion)	
__id__1182	A12 (promotion)	
__id__1183-shorewood-hills	A12 (promotion)	
__id__1184-coursehero	A12 (promotion)A16 (information)	y
__id__1185-ltkcdn	A12 (promotion)	
__id__1186-ltkcdn	A12 (promotion)	
__id__1187-ltkcdn	A12 (promotion)	
__id__1188-ltkcdn	A12 (promotion)	
__id__1189-brainyquote	A12 (promotion)	
__id__1190-quotationspage	A12 (promotion)	
__id__1191-org	A12 (promotion)	
__id__1192-wikihow	A7 (instruction)	
__id__1193-huffingtonpost	A1 (argumentative)	
__id__1194-lifehack	A7 (instruction)	
__id__1195-betterworldcampaign	A7 (instruction)A12 (promotion)	y
__id__1196-psychologytoday	A7 (instruction)	
__id__1197-achaheart	A1 (argumentative)A12 (promotion)	y
__id__1198-achaheart	A12 (promotion)	
__id__1199-komenmichigan	A12 (promotion)	
__id__1200-feedthehungry	A12 (promotion)	
__id__1201-feedthehungry	A1 (argumentative)A12 (promotion)	y
__id__1202-snagajob	A12 (promotion)	
__id__1203-bookrix	A4 (fiction)	
__id__1204-manualsonline	A7 (instruction)	
__id__1205-manualsonline	A7 (instruction)	
__id__1206-bioball	A7 (instruction)	
__id__1207-doriotdent	A7 (instruction)	
__id__1208-goaheadtakethewheel	A7 (instruction)A11 (personal)	y
__id__1209-co	A7 (instruction)	
__id__1210-irs	A7 (instruction)A9 (legal)	y
__id__1211-exrx	A7 (instruction)	
__id__1212-bbc	A8 (news)	
__id__1213-bbc	A8 (news)	
__id__1214-bbc	A8 (news)	
__id__1215-bbc	A8 (news)	
__id__1216-bbc	A8 (news)	
__id__1217-bbc	A8 (news)	
__id__1218-bbc	A8 (news)	
__id__1219-bbc	A8 (news)	
__id__1220-bbc	A8 (news)	
__id__1221-bbc	A8 (news)	
__id__1222-bbc	A8 (news)	
__id__1223-bbc	A8 (news)	
__id__1224-bbc	A8 (news)	
__id__1225-bbc	A8 (news)	
__id__1226-gnu	A9 (legal)	
__id__1227-change	A12 (promotion)	
__id__1228-thepetitionsite	A12 (promotion)	
__id__1229-thepetitionsite	A12 (promotion)	
__id__1230-change	A12 (promotion)	
__id__1231-change	A12 (promotion)	
__id__1232-asiancanadian	A8 (news)	
__id__1233-healthykidschallenge	A12 (promotion)	
__id__1234-ultradiamondtech	A8 (news)	
__id__1235-foresterpress	A1 (argumentative)A8 (news)	y
__id__1236-co	A7 (instruction)	
__id__1237-cfodailynews	A1 (argumentative)	
__id__1238-sterlingpr	A8 (news)	
__id__1239-rochesteradvanceddentistry	A12 (promotion)	
__id__1240-ezzzv	A22 (non-text)	
__id__1241-utahbar	A11 (personal)A14 (academic)	y
__id__1242-bbrmarketing	A1 (argumentative)	
__id__1243-retailtouchpoints	A1 (argumentative)	
__id__1244-contentba	A12 (promotion)	
__id__1245-transformed	A12 (promotion)	
__id__1246-dwyereducationstrategies	A7 (instruction)	
__id__1247-pbslearningmedia	A16 (information)	
__id__1248-buffaloniagara	A8 (news)A14 (academic)	y
__id__1249-mountofknowledge	A12 (promotion)	
__id__1250-corporatecomplianceinsights	A1 (argumentative)	
__id__1251-globalsustain	A1 (argumentative)	
__id__1252-10kids	A7 (instruction)	
__id__1253-tcwn	A1 (argumentative)	
__id__1254-armstrongsteelbuildings	A12 (promotion)	
__id__1255-uptake	A11 (personal)A17 (review)	y
__id__1256-free-email-address-search	A7 (instruction)	
__id__1257-pdx	A12 (promotion)	
__id__1258-boardonly	A16 (information)	
__id__1259-karachimetropolitan	A1 (argumentative)A7 (instruction)	y
__id__1260-fizik	A8 (news)A14 (academic)	y
__id__1261-fedtechmagazine	A1 (argumentative)A7 (instruction)	y
__id__1262-bbb	A1 (argumentative)	
__id__1263-suffolklawreview	A9 (legal)	
__id__1264-bluespiremarketing	A12 (promotion)	
__id__1265-xpsl	A8 (news)	
__id__1266-code-bonus-titan-poker	A7 (instruction)	
__id__1267-co	A12 (promotion)	
__id__1268-aitelephone	A16 (information)	
__id__1269-bcs	A14 (academic)	
__id__1270-keystosaferschools	A8 (news)	
__id__1271-com	A12 (promotion)	
__id__1272-porkyfarm	A16 (information)	
__id__1273-onlinepublications	A12 (promotion)	
__id__1274-spirittourism	A16 (information)	
__id__1275-fightlikeagirlclub	A11 (personal)	
__id__1276-ianridpath	A16 (information)	
__id__1277-the-landscape-design-site	A12 (promotion)	
__id__1278-jardinpuzzles	A7 (instruction)A12 (promotion)	y
__id__1279-coatesfamilydental	A22 (non-text)	
__id__1280-privacy	A1 (argumentative)	
__id__1281-planettelex	A11 (personal)A12 (promotion)	y
__id__1282-com	A7 (instruction)	
__id__1283-legalteamusa	A16 (information)	
__id__1284-thelittleprince	A12 (promotion)	
__id__1285-caronchiro	A7 (instruction)	
__id__1286-filthyrichchiado	A22 (non-text)	
__id__1287-rfidbuzz	A1 (argumentative)	
__id__1288-websuccessagency	A7 (instruction)	
__id__1289-coloryourlifehappy	A1 (argumentative)	
__id__1290-candogo	A7 (instruction)	
__id__1291-e-contentmanagement	A17 (review)	
__id__1292-pravenue	A12 (promotion)	
__id__1293-newsecuritylearning	A1 (argumentative)	
__id__1294-virtuale	A22 (non-text)	
__id__1295-gracefulboot	A11 (personal)A17 (review)	y
__id__1296-org	A12 (promotion)	
__id__1297-7minutestocks	A7 (instruction)A12 (promotion)	y
__id__1298-bestcountriestolive	A1 (argumentative)A11 (personal)	y
__id__1299-cymeradwyo	A1 (argumentative)A16 (information)	y
__id__1300-asseenontvonsale	A12 (promotion)	
__id__1301-co	A12 (promotion)	
__id__1302-megeb	A7 (instruction)A22 (non-text)	y
__id__1303-sportstechreview	A1 (argumentative)A12 (promotion)	y
__id__1304-nacdl	A16 (information)	
__id__1305-centauri-dreams	A16 (information)	
__id__1306-aw-wrdsmth	A7 (instruction)	
__id__1307-skyrock	A22 (non-text)	
__id__1308-techairlines	A8 (news)	
__id__1309-fastcodesign	A1 (argumentative)	
__id__1310-infopeople	A1 (argumentative)	
__id__1311-foodpoisoningbulletin	A1 (argumentative)A7 (instruction)	y
__id__1312-rockefeller	A1 (argumentative)	
__id__1313-burlingtonbluecreeks	A22 (non-text)	
__id__1314-gypsycarns	A1 (argumentative)	
__id__1315-algosec	A7 (instruction)	
__id__1316-kartendesign	A8 (news)A12 (promotion)	y
__id__1317-youtuberobot	A8 (news)	
__id__1318-ashlonline	A12 (promotion)A16 (information)	y
__id__1319-holisticlifestylesradio	A12 (promotion)	
__id__1320-proclil	A16 (information)	
__id__1321-thedailymeal	A7 (instruction)A16 (information)	y
__id__1322-socialmediaassoc	A12 (promotion)	
__id__1323-whinnyinginlife	A16 (information)	
__id__1324-qfak	A7 (instruction)	
__id__1325-plastic-rake-manufacturer	A22 (non-text)	
__id__1326-hss	A7 (instruction)A12 (promotion)	y
__id__1327-sdsc	A16 (information)	
__id__1328-hitgrab	A7 (instruction)A11 (personal)	y
__id__1329-dailyhealthmantra	A1 (argumentative)A12 (promotion)	y
__id__1330-911animalabuse	A1 (argumentative)A8 (news)	y
__id__1331-narprail	A1 (argumentative)	
__id__1332-co	A16 (information)	
__id__1333-t-cuento	A8 (news)A12 (promotion)	y
__id__1334-mapsandlanterns	A1 (argumentative)A12 (promotion)	y
__id__1335-us-taiwan	A8 (news)	
__id__1336-iss-mag	A8 (news)	
__id__1337-sensible-health-related-fitness	A12 (promotion)A16 (information)	y
__id__1338-westernhorsereview	A11 (personal)	
__id__1339-org	A8 (news)	
__id__1340-org	A12 (promotion)	
__id__1341-drtanya	A12 (promotion)	
__id__1342-smartwax-usa	A12 (promotion)	
__id__1343-databerry	A8 (news)	
__id__1344-darkspace	A16 (information)	
__id__1345-worldfoodscience	A8 (news)	
__id__1346-armstrongsteelbuildings	A1 (argumentative)A12 (promotion)	y
__id__1347-friendly-website-service	A4 (fiction)A16 (information)	y
__id__1348-etipedia	A7 (instruction)	
__id__1349-computerexplorers	A12 (promotion)	
__id__1350-bluesheepdog	A1 (argumentative)A11 (personal)	y
__id__1351-ccohs	A16 (information)	
__id__1352-jwbart	A12 (promotion)A22 (non-text)	y
__id__1353-cheapmattressdiscounters	A12 (promotion)	
__id__1354-relaxedinformeddentistry	A12 (promotion)	
__id__1355-listdose	A16 (information)	
__id__1356-com	A1 (argumentative)	
__id__1357-edgewater2020	A1 (argumentative)A16 (information)	y
__id__1358-petphilanthropycircle	A1 (argumentative)	
__id__1359-co	A1 (argumentative)	
__id__1360-fairfax-avenue	A7 (instruction)	
__id__1361-cordbloodinfo	A16 (information)	
__id__1362-techtarget	A7 (instruction)	
__id__1363-infotoday	A12 (promotion)	
__id__1364-ultradiamondtech	A8 (news)	
__id__1365-adventurechryslerjeep	A12 (promotion)	
__id__1366-supermotoaustralia	A8 (news)	
__id__1367-kicdam	A8 (news)	
__id__1368-commlawgroup	A8 (news)	
__id__1369-apriljeanette	A8 (news)	
__id__1370-seagerhairtransplant	A12 (promotion)A16 (information)	y
__id__1371-atelier	A1 (argumentative)	
__id__1372-yuleplay	A16 (information)	
